climate-fever,0.295
dbpedia-entity,0.669
fever,0.927
fiqa,0.491
hotpotqa,0.821
msmarco,0.669
nfcorpus,0.354
nq,0.714
quora,0.922
scidocs,0.355
arguana,0.490
scifact,0.754
webis-touche2020,0.579
