climate-fever,0.420
dbpedia-entity,0.730
fever,0.945
fiqa,0.566
hotpotqa,0.901
msmarco,0.709
nfcorpus,0.398
nq,0.772
quora,0.970
scidocs,0.398
arguana,0.551
scifact,0.833
webis-touche2020,0.593
