climate-fever,0.260
dbpedia-entity,0.606
fever,0.838
fiqa,0.446
hotpotqa,0.764
msmarco,0.649
nfcorpus,0.320
nq,0.634
quora,0.936
scidocs,0.315
arguana,0.497
scifact,0.650
webis-touche2020,0.544
