climate-fever,0.268
dbpedia-entity,0.591
fever,0.874
fiqa,0.410
hotpotqa,0.733
msmarco,0.622
nfcorpus,0.312
nq,0.627
quora,0.918
scidocs,0.313
arguana,0.395
scifact,0.539
webis-touche2020,0.536
